kingdom,order,family,canonicalName,threatStatus,source
Animalia,Amblypygi,Charinidae,Charinus acaraje,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Amblypygi,Charinidae,Charinus asturius,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Amblypygi,Charinidae,Charinus caatingae,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Amblypygi,Charinidae,Charinus eleonorae,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Amblypygi,Charinidae,Charinus ferreus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Amblypygi,Charinidae,Charinus potiguar,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Amblypygi,Charinidae,Charinus spelaeus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Amblypygi,Charinidae,Charinus taboa,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Amblypygi,Charinidae,Charinus troglobius,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Caponiidae,Carajas paraua,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Caponiidae,Tisentnops onix,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Corinnidae,Ianduba paubrasil,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Ctenidae,Celaetycheus mungunza,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Ctenidae,Isoctenus corymbus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Dipluridae,Harmonicon cerberus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Drymusidae,Drymusa spelunca,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Gnaphosidae,Brasilomma enigmatica,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Gnaphosidae,Tricongius ybyguara,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Ochyroceratidae,Ochyrocera ibitipoca,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Ochyroceratidae,Speocera eleonorae,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Pholcidae,Metagonia diamantina,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Pholcidae,Metagonia potiguar,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Salticidae,Matagaia chromatopus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Salticidae,Neonella noronha,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Segestriidae,Ariadna aurea,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Sicariidae,Loxosceles troglobia,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Theraphosidae,Dolichothele diamantinensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Theraphosidae,Pterinopelma sazimai,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Theraphosidae,Tmesiphantes hypogeus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Theraphosidae,Typhochlaena curumim,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Theraphosidae,Typhochlaena seladonia,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Theraphosidae,Ybyrapora diversipes,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Araneae,Theraphosidae,Ybyrapora gamba,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Blattodea,Blattellidae,Litoblatta camargoi,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Caenogastropoda,Ampullariidae,Pomacea sordida,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Caenogastropoda,Hydrobiidae,Potamolithus karsticus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Carabidae,Coarazuphium amazonicus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Carabidae,Coarazuphium caatinga,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Carabidae,Coarazuphium cessaima,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Carabidae,Coarazuphium formoso,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Carabidae,Coarazuphium pains,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Carabidae,Coarazuphium ricardoi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Carabidae,Coarazuphium spinifemur,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Carabidae,Coarazuphium tapiaguassu,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Carabidae,Coarazuphium tessai,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Carabidae,Schizogenius ocellatus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Ciidae,Ceracis cassumbensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Lampyridae,Amydetes bellorum,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Lucanidae,Altitatiayus campoi,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Lucanidae,Altitatiayus dulceae,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Lucanidae,Altitatiayus godinhorum,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Lucanidae,Altitatiayus koikei,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Lucanidae,Altitatiayus rotundatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Lucanidae,Altitatiayus ruficollis,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Lucanidae,Altitatiayus trifurcatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Lycidae,Cartagonum apiuba,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Lycidae,Lycomorphon brasiliense,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Scarabaeidae,Ateuchus squalidus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Scarabaeidae,Canthon corpulentus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Scarabaeidae,Canthon quadripunctatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Scarabaeidae,Dichotomius eucranioides,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Scarabaeidae,Dichotomius mysticus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Scarabaeidae,Dichotomius schiffleri,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Scarabaeidae,Pedaridium hirsutum,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Staphylinidae,Metopiellus painensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Coleoptera,Vesperidae,Hypocephalus armatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Arrhopalitidae,Arrhopalites amorimi,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Arrhopalitidae,Arrhopalites glabrofasciatus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Entomobryidae,Pseudosinella ambigua,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Entomobryidae,Pseudosinella guanhaensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Isotomidae,Archisotoma arariboia,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Paronellidae,Troglobius brasiliensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Paronellidae,Troglobius ferroicus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Paronellidae,Trogolaphysa aelleni,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Sminthuridae,Pararrhopalites papaveroi,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Sminthuridae,Pararrhopalites sideroicus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Sminthuridae,Pararrhopalites ubiquum,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Collembola,Sminthuridae,Pararrhopalites wallacei,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Diplura,Campodeidae,Oncinocampa trajanoae,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Entomobryidae,Seira arenicola,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Entomobryidae,Seira mataraquensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Entomobryidae,Seira musarum,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Entomobryidae,Seira pseudoannulata,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Isotomidae,Archisotoma catiae,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Isotomidae,Arlea arenicola,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Isotomidae,Arlea psammophila,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Isotomidae,Isotomiella uai,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Isotomidae,Isotomodes cariocus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Isotomidae,Isotomurus riparius,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Isotomidae,Paracerura gandarela,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Entomobryomorpha,Isotomidae,Psammisotoma restingae,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Euonychophora,Peripatidae,Epiperipatus adenocryptus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Euonychophora,Peripatidae,Epiperipatus diadenoproctus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Euonychophora,Peripatidae,Epiperipatus ohausi,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Euonychophora,Peripatidae,Epiperipatus paurognostus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Glomeridesmida,Glomerodesmidae,Glomeridesmus spelaeus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnomorpha,Veronicellidae,Phyllocaulis renschi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Haplotaxida,Glossoscolecidae,Fimoscolex sporadochaetus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hemiptera,Cixiidae,Ferricixius davidi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hemiptera,Kinnaridae,Iuiuia caeca,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hemiptera,Kinnaridae,Kinnapotiguara troglobia,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Andrenidae,Arhysosage cactorum,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Apidae,Melipona capixaba,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Apidae,Melipona rufiventris,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Apidae,Melipona scutellaris,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Apidae,Partamona littoralis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Formicidae,Atta robusta,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Formicidae,Brachymyrmex micromegas,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Formicidae,Diaphoromyrma sofiae,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Formicidae,Dinoponera lucida,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Formicidae,Fulakora cleae,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Formicidae,Gnamptogenys wilsoni,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Formicidae,Monomorium delabiei,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Formicidae,Mycetagroicus urbanus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Formicidae,Mycetomoellerius atlanticus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Formicidae,Mycetophylax simplex,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hymenoptera,Formicidae,Rhopalothrix plaumanni,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Isopoda,Pudeoniscidae,Iansaoniscus georginae,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Isopoda,Pudeoniscidae,Iansaoniscus iraquara,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Isopoda,Scleropactidae,Amazoniscus leistikowi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Isopoda,Scleropactidae,Circoniscus buckupi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Isopoda,Scleropactidae,Circoniscus carajasensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Isopoda,Styloniscidae,Iuiuniscus iuiuensis,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Isopoda,Styloniscidae,Spelunconiscus castroi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Isopoda,Styloniscidae,Xangoniscus aganju,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Isopoda,Styloniscidae,Xangoniscus itacarambiensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Isopoda,Styloniscidae,Xangoniscus odara,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Crambidae,Parapoynx restingalis,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Hesperiidae,Drephalys miersi,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Hesperiidae,Drephalys mourei,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Hesperiidae,Olafia roscius iphimedia,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Hesperiidae,Parelbella polyzona,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Hesperiidae,Pseudocroniades machaon seabrai,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Hesperiidae,Turmosa camposa,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Hesperiidae,Zonia zonia diabo,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Lycaenidae,Arawacus aethesa,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Lycaenidae,Magnastigma julia,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Lycaenidae,Strymon ohausi,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Actinote quadra,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Actinote zikani,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Adelpha atlantica,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Dasyophthalma geraensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Dasyophthalma rusina delanira,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Dasyophthalma vertebralis,CR (PEX),"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Doxocopa zalmunna,CR (PEX),"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Episcada vitrea,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Eresia erysice erysice,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Euptychia boulleti,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Forsterinaria itatiaia,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Hamadryas velutina browni,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Heliconius nattereri,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Hyalyris fiammetta,CR (PEX),"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Mcclungia cymo fallens,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Melinaea mnasias thera,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Morpho epistrophus nikolajewna,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Morpho menelaus eberti,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Napeogenes rhezia rhezia,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Orobrassolis ornamentalis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Pampasatyrus glaucope boenninghauseni,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Pampasatyrus glaucope eberti,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Pampasatyrus glaucope glaucope,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Pampasatyrus gyrtone,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Pampasatyrus reticulata gagarini,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Paulogramma hydarnis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Polygrapha suprema,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Praepedaliodes sequeirae,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Prepona deiphile,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Scada karschina delicata,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Tithorea harmonia caissara,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Nymphalidae,Yphthimoides iserhardi,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Papilionidae,Heraclides himeros baia,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Papilionidae,Heraclides himeros himeros,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Papilionidae,Mimoides lysithous harrisianus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Papilionidae,Mimoides lysithous sebastianus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Papilionidae,Parides ascanius,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Papilionidae,Parides bunichus chamissonia,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Papilionidae,Parides burchellanus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Papilionidae,Parides klagesi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Papilionidae,Parides panthonus castilhoi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Papilionidae,Parides tros danunciae,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Pieridae,Charonias theano,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Pieridae,Cunizza hirlanda fulvinota,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Pieridae,Cunizza hirlanda planasia,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Pieridae,Glennia pylotis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Pieridae,Moschoneura pinthous methymna,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Pieridae,Perrhybris pamela flava,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Riodinidae,Joiceya praeclarus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Riodinidae,Panara ovifera,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Riodinidae,Petrocerus catiena,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Riodinidae,Rhetus belphegor,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Riodinidae,Voltinia sanarita,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Saturniidae,Dirphia monticola,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lepidoptera,Sphingidae,Nyceryx mielkei,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Opiliones,Cryptogeobiidae,Spinopilar moria,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Opiliones,Escadabiidae,Spaeleoleptes spaeleus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Opiliones,Gerdesiidae,Gonycranaus pluto,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Opiliones,Gonyleptidae,Discocyrtus pedrosoi,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Opiliones,Gonyleptidae,Eusarcus elinae,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Opiliones,Gonyleptidae,Giupponia chagasi,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Opiliones,Gonyleptidae,Iandumoema setimapocu,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Opiliones,Gonyleptidae,Iandumoema smeagol,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Opiliones,Gonyleptidae,Iandumoema uai,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Opiliones,Gonyleptidae,Pachylospeleus strinatii,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Opiliones,Kimulidae,Relictopiolus galadriel,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Orthoptera,Phalangopsidae,Endecous apterus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Orthoptera,Phalangopsidae,Endecous peruassuensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Eukoenenia cavatica,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Eukoenenia eywa,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Eukoenenia jequitinhonha,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Eukoenenia maquinensis,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Eukoenenia navi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Eukoenenia neytiri,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Eukoenenia potiguar,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Eukoenenia sagarana,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Eukoenenia spelunca,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Eukoenenia virgemdalapa,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Leptokoenenia pelada,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Palpigradi,Eukoeneniidae,Leptokoenenia thalassophobica,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Poduromorpha,Brachystomellidae,Maricaella duna,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Poduromorpha,Hypogastruridae,Acherontides eleonorae,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Poduromorpha,Neanuridae,Aethiopella littoralis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Poduromorpha,Neanuridae,Arlesia intermedia,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Poduromorpha,Neanuridae,Hyleanura mendoncae,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Poduromorpha,Neanuridae,Micranurida fluminensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Poduromorpha,Onychiuridae,Agraphorura mariapetrae,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Poduromorpha,Tullbergiidae,Mesaphorura maricaensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Polydesmida,Chelodesmidae,Dioplosternus salvatrix,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
